Total changes: 6813
  [桃園] 復興區 -> 復興
  [桃園] 復興區 -> 復興
  [桃園] 楊梅區 -> 楊梅
  [桃園] 楊梅區 -> 楊梅
  [桃園] 楊梅區 -> 楊梅
  [桃園] 楊梅區 -> 楊梅
  [桃園] 楊梅區 -> 楊梅
  [桃園] 楊梅區 -> 楊梅
  [桃園] 楊梅區 -> 楊梅
  [桃園] 楊梅區 -> 楊梅
  [桃園] 楊梅區 -> 楊梅
  [桃園] 楊梅區 -> 楊梅
  [桃園] 楊梅區 -> 楊梅
  [桃園] 桃園區 -> 桃園
  [桃園] 桃園區 -> 桃園
  [桃園] 龍潭區 -> 龍潭
  [桃園] 大溪區 -> 大溪
  [桃園] 大溪區 -> 大溪
  [桃園] 大溪區 -> 大溪
  [桃園] 龜山區 -> 龜山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [新竹] 香山區 -> 香山
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 大雅區 -> 大雅
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 南屯區 -> 南屯
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 梧棲區 -> 梧棲
  [台中] 龍井區 -> 龍井
  [台中] 南屯區 -> 南屯
  [台中] 清水區 -> 清水
  [台中] 大里區 -> 大里
  [台中] 大甲區 -> 大甲
  [台中] 霧峰區 -> 霧峰
  [台中] 太平區 -> 太平
  [台中] 后里區 -> 后里
  [台中] 大雅區 -> 大雅
  [台中] 神岡區 -> 神岡
  [台中] 大肚區 -> 大肚
  [台中] 大肚區 -> 大肚
  [台中] 沙鹿區 -> 沙鹿
  [台中] 龍井區 -> 龍井
  [台中] 龍井區 -> 龍井
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 南屯區 -> 南屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 烏日區 -> 烏日
  [台中] 潭子區 -> 潭子
  [台中] 清水區 -> 清水
  [台中] 大甲區 -> 大甲
  [台中] 南屯區 -> 南屯
  [台中] 清水區 -> 清水
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 西屯區 -> 西屯
  [台中] 豐原區 -> 豐原
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 北屯區 -> 北屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 大甲區 -> 大甲
  [台中] 霧峰區 -> 霧峰
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 后里區 -> 后里
  [台中] 東勢區 -> 東勢
  [台中] 神岡區 -> 神岡
  [台中] 大肚區 -> 大肚
  [台中] 龍井區 -> 龍井
  [台中] 清水區 -> 清水
  [台中] 大甲區 -> 大甲
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 潭子區 -> 潭子
  [台中] 大雅區 -> 大雅
  [台中] 沙鹿區 -> 沙鹿
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 新社區 -> 新社
  [台中] 后里區 -> 后里
  [台中] 后里區 -> 后里
  [台中] 龍井區 -> 龍井
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 霧峰區 -> 霧峰
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 沙鹿區 -> 沙鹿
  [台中] 北屯區 -> 北屯
  [台中] 西屯區 -> 西屯
  [台中] 豐原區 -> 豐原
  [台中] 東勢區 -> 東勢
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 沙鹿區 -> 沙鹿
  [台中] 大安區 -> 大安
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 東勢區 -> 東勢
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 大里區 -> 大里
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 霧峰區 -> 霧峰
  [台中] 石岡區 -> 石岡
  [台中] 東勢區 -> 東勢
  [台中] 東勢區 -> 東勢
  [台中] 潭子區 -> 潭子
  [台中] 潭子區 -> 潭子
  [台中] 大雅區 -> 大雅
  [台中] 神岡區 -> 神岡
  [台中] 大肚區 -> 大肚
  [台中] 大肚區 -> 大肚
  [台中] 沙鹿區 -> 沙鹿
  [台中] 龍井區 -> 龍井
  [台中] 梧棲區 -> 梧棲
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 大甲區 -> 大甲
  [台中] 大安區 -> 大安
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 龍井區 -> 龍井
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 梧棲區 -> 梧棲
  [台中] 烏日區 -> 烏日
  [台中] 烏日區 -> 烏日
  [台中] 新社區 -> 新社
  [台中] 新社區 -> 新社
  [台中] 后里區 -> 后里
  [台中] 后里區 -> 后里
  [台中] 后里區 -> 后里
  [台中] 外埔區 -> 外埔
  [台中] 大肚區 -> 大肚
  [台中] 大肚區 -> 大肚
  [台中] 和平區 -> 和平
  [台中] 安南區 -> 安南
  [台中] 大甲區 -> 大甲
  [台中] 東勢區 -> 東勢
  [台中] 南屯區 -> 南屯
  [台中] 沙鹿區 -> 沙鹿
  [台中] 北屯區 -> 北屯
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 清水區 -> 清水
  [台中] 北屯區 -> 北屯
  [台中] 西屯區 -> 西屯
  [台中] 神岡區 -> 神岡
  [台中] 清水區 -> 清水
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 新社區 -> 新社
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 清水區 -> 清水
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 大雅區 -> 大雅
  [台中] 南屯區 -> 南屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 東勢區 -> 東勢
  [台中] 東勢區 -> 東勢
  [台中] 清水區 -> 清水
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 太平區 -> 太平
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 霧峰區 -> 霧峰
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 東勢區 -> 東勢
  [台中] 潭子區 -> 潭子
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 神岡區 -> 神岡
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 龍井區 -> 龍井
  [台中] 龍井區 -> 龍井
  [台中] 梧棲區 -> 梧棲
  [台中] 大甲區 -> 大甲
  [台中] 北屯區 -> 北屯
  [台中] 南屯區 -> 南屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 大里區 -> 大里
  [台中] 霧峰區 -> 霧峰
  [台中] 豐原區 -> 豐原
  [台中] 大雅區 -> 大雅
  [台中] 大安區 -> 大安
  [台中] 大安區 -> 大安
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 梧棲區 -> 梧棲
  [台中] 梧棲區 -> 梧棲
  [台中] 梧棲區 -> 梧棲
  [台中] 梧棲區 -> 梧棲
  [台中] 烏日區 -> 烏日
  [台中] 石岡區 -> 石岡
  [台中] 大肚區 -> 大肚
  [台中] 大肚區 -> 大肚
  [台中] 和平區 -> 和平
  [台中] 潭子區 -> 潭子
  [台中] 潭子區 -> 潭子
  [台中] 安南區 -> 安南
  [台中] 安南區 -> 安南
  [台中] 安南區 -> 安南
  [台中] 西屯區 -> 西屯
  [台中] 大里區 -> 大里
  [台中] 北屯區 -> 北屯
  [台中] 沙鹿區 -> 沙鹿
  [台中] 龍井區 -> 龍井
  [台中] 東勢區 -> 東勢
  [台中] 霧峰區 -> 霧峰
  [台中] 龍井區 -> 龍井
  [台中] 大里區 -> 大里
  [台中] 大甲區 -> 大甲
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 大雅區 -> 大雅
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 西屯區 -> 西屯
  [台中] 太平區 -> 太平
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 東勢區 -> 東勢
  [台中] 東勢區 -> 東勢
  [台中] 東勢區 -> 東勢
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 烏日區 -> 烏日
  [台中] 豐原區 -> 豐原
  [台中] 和平區 -> 和平
  [台中] 新社區 -> 新社
  [台中] 潭子區 -> 潭子
  [台中] 潭子區 -> 潭子
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 神岡區 -> 神岡
  [台中] 大肚區 -> 大肚
  [台中] 沙鹿區 -> 沙鹿
  [台中] 龍井區 -> 龍井
  [台中] 龍井區 -> 龍井
  [台中] 梧棲區 -> 梧棲
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 西屯區 -> 西屯
  [台中] 豐原區 -> 豐原
  [台中] 沙鹿區 -> 沙鹿
  [台中] 梧棲區 -> 梧棲
  [台中] 大甲區 -> 大甲
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 梧棲區 -> 梧棲
  [台中] 神岡區 -> 神岡
  [台中] 新社區 -> 新社
  [台中] 新社區 -> 新社
  [台中] 后里區 -> 后里
  [台中] 后里區 -> 后里
  [台中] 后里區 -> 后里
  [台中] 和平區 -> 和平
  [台中] 安南區 -> 安南
  [台中] 安南區 -> 安南
  [台中] 西屯區 -> 西屯
  [台中] 霧峰區 -> 霧峰
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 大甲區 -> 大甲
  [台中] 南屯區 -> 南屯
  [台中] 大安區 -> 大安
  [台中] 豐原區 -> 豐原
  [台中] 清水區 -> 清水
  [台中] 沙鹿區 -> 沙鹿
  [台中] 北屯區 -> 北屯
  [台中] 新社區 -> 新社
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 大雅區 -> 大雅
  [台中] 沙鹿區 -> 沙鹿
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 太平區 -> 太平
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 東勢區 -> 東勢
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 北屯區 -> 北屯
  [台中] 南屯區 -> 南屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 霧峰區 -> 霧峰
  [台中] 烏日區 -> 烏日
  [台中] 烏日區 -> 烏日
  [台中] 烏日區 -> 烏日
  [台中] 烏日區 -> 烏日
  [台中] 烏日區 -> 烏日
  [台中] 烏日區 -> 烏日
  [台中] 烏日區 -> 烏日
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 后里區 -> 后里
  [台中] 后里區 -> 后里
  [台中] 后里區 -> 后里
  [台中] 東勢區 -> 東勢
  [台中] 東勢區 -> 東勢
  [台中] 新社區 -> 新社
  [台中] 潭子區 -> 潭子
  [台中] 潭子區 -> 潭子
  [台中] 潭子區 -> 潭子
  [台中] 潭子區 -> 潭子
  [台中] 潭子區 -> 潭子
  [台中] 神岡區 -> 神岡
  [台中] 大肚區 -> 大肚
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 梧棲區 -> 梧棲
  [台中] 梧棲區 -> 梧棲
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 大安區 -> 大安
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 太平區 -> 太平
  [台中] 烏日區 -> 烏日
  [台中] 神岡區 -> 神岡
  [台中] 北屯區 -> 北屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 梧棲區 -> 梧棲
  [台中] 烏日區 -> 烏日
  [台中] 烏日區 -> 烏日
  [台中] 神岡區 -> 神岡
  [台中] 神岡區 -> 神岡
  [台中] 新社區 -> 新社
  [台中] 新社區 -> 新社
  [台中] 新社區 -> 新社
  [台中] 后里區 -> 后里
  [台中] 大肚區 -> 大肚
  [台中] 龍井區 -> 龍井
  [台中] 龍井區 -> 龍井
  [台中] 和平區 -> 和平
  [台中] 和平區 -> 和平
  [台中] 和平區 -> 和平
  [台中] 和平區 -> 和平
  [台中] 豐原區 -> 豐原
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 豐原區 -> 豐原
  [台中] 大里區 -> 大里
  [台中] 南屯區 -> 南屯
  [台中] 大甲區 -> 大甲
  [台中] 霧峰區 -> 霧峰
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 南屯區 -> 南屯
  [台中] 大雅區 -> 大雅
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 東勢區 -> 東勢
  [台中] 東勢區 -> 東勢
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 烏日區 -> 烏日
  [台中] 霧峰區 -> 霧峰
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 大里區 -> 大里
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 東勢區 -> 東勢
  [台中] 東勢區 -> 東勢
  [台中] 潭子區 -> 潭子
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 大雅區 -> 大雅
  [台中] 大肚區 -> 大肚
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 龍井區 -> 龍井
  [台中] 龍井區 -> 龍井
  [台中] 梧棲區 -> 梧棲
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 豐原區 -> 豐原
  [台中] 大雅區 -> 大雅
  [台中] 沙鹿區 -> 沙鹿
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 北屯區 -> 北屯
  [台中] 太平區 -> 太平
  [台中] 梧棲區 -> 梧棲
  [台中] 梧棲區 -> 梧棲
  [台中] 烏日區 -> 烏日
  [台中] 神岡區 -> 神岡
  [台中] 神岡區 -> 神岡
  [台中] 新社區 -> 新社
  [台中] 后里區 -> 后里
  [台中] 大肚區 -> 大肚
  [台中] 大肚區 -> 大肚
  [台中] 龍井區 -> 龍井
  [台中] 龍井區 -> 龍井
  [台中] 和平區 -> 和平
  [台中] 潭子區 -> 潭子
  [台中] 北屯區 -> 北屯
  [台中] 清水區 -> 清水
  [台中] 大甲區 -> 大甲
  [台中] 西屯區 -> 西屯
  [台中] 南屯區 -> 南屯
  [台中] 豐原區 -> 豐原
  [台中] 東勢區 -> 東勢
  [台中] 后里區 -> 后里
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 清水區 -> 清水
  [台中] 霧峰區 -> 霧峰
  [台中] 大雅區 -> 大雅
  [台中] 新社區 -> 新社
  [台中] 大雅區 -> 大雅
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 南屯區 -> 南屯
  [台中] 南屯區 -> 南屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 西屯區 -> 西屯
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 大里區 -> 大里
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 豐原區 -> 豐原
  [台中] 東勢區 -> 東勢
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 霧峰區 -> 霧峰
  [台中] 霧峰區 -> 霧峰
  [台中] 南屯區 -> 南屯
  [台中] 太平區 -> 太平
  [台中] 太平區 -> 太平
  [台中] 大里區 -> 大里
  [台中] 烏日區 -> 烏日
  [台中] 烏日區 -> 烏日
  [台中] 豐原區 -> 豐原
  [台中] 和平區 -> 和平
  [台中] 新社區 -> 新社
  [台中] 潭子區 -> 潭子
  [台中] 潭子區 -> 潭子
  [台中] 潭子區 -> 潭子
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 沙鹿區 -> 沙鹿
  [台中] 龍井區 -> 龍井
  [台中] 清水區 -> 清水
  [台中] 清水區 -> 清水
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 大甲區 -> 大甲
  [台中] 大安區 -> 大安
  [台中] 西屯區 -> 西屯
  [台中] 豐原區 -> 豐原
  [台中] 石岡區 -> 石岡
  [台中] 龍井區 -> 龍井
  [台中] 大甲區 -> 大甲
  [台中] 太平區 -> 太平
  [台中] 梧棲區 -> 梧棲
  [台中] 梧棲區 -> 梧棲
  [台中] 梧棲區 -> 梧棲
  [台中] 烏日區 -> 烏日
  [台中] 石岡區 -> 石岡
  [台中] 石岡區 -> 石岡
  [台中] 石岡區 -> 石岡
  [台中] 新社區 -> 新社
